--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1w4jxtle_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmp4hbo63it_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp46g7yg0z_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmp78vnx0sy_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpc_nmbnn8_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmpizxg6l07_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpmynwa27h_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpnnynptm3_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmpsta2d_9j_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmpx3ht0yi2_cropped.png	the                      	0.9924
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0qt6m9_c_cropped.png	18811904                 	0.8344
C:\Users\Lenovo\AppData\Local\Temp\tmp9wzcnll4_cropped.png	sherlock                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpd6tfm2sq_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpj7c4gk97_cropped.png	holmes                   	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmps1rm1wht_cropped.png	221b                     	0.9821
C:\Users\Lenovo\AppData\Local\Temp\tmpwyfehcda_cropped.png	detective                	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2devvkxp_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmp4x9ioj_q_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp6knhoh5k_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp6kw0gemx_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmp7piw_rza_cropped.png	neo                      	0.9269
C:\Users\Lenovo\AppData\Local\Temp\tmp8_7vp_fo_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpaq2bigvo_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpdi7s1nv0_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpm1pd92mk_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpmjlh32ub_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpu7tzckm0_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpwogtpiw0_cropped.png	masalas                  	0.2834
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3deij1se_cropped.png	spices                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp5onp6jri_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmp5ya_yoh3_cropped.png	246                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmp7yervyug_cropped.png	servingsuggestion        	0.5842
C:\Users\Lenovo\AppData\Local\Temp\tmp8bnumbcg_cropped.png	monute                   	0.1894
C:\Users\Lenovo\AppData\Local\Temp\tmp8kdd_2f9_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp9pbadcjo_cropped.png	mixpacket                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp13gra8o__cropped.png	per                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp15yj_f8o_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp25sgtnz0_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_a7_oloo_cropped.png	neo                      	0.9270
C:\Users\Lenovo\AppData\Local\Temp\tmp_v8xbbbh_cropped.png	r                        	0.1939
C:\Users\Lenovo\AppData\Local\Temp\tmpaefif2jc_cropped.png	x                        	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpb6fv_uwm_cropped.png	calories                 	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmpbxtjptdh_cropped.png	quality                  	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpdlho95xg_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpdtv9z17k_cropped.png	sodium                   	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpe_1vl8vp_cropped.png	noodlesh                 	0.4092
C:\Users\Lenovo\AppData\Local\Temp\tmpe_ysmqid_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpfnwj7g6a_cropped.png	with                     	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmphjrlfl_e_cropped.png	satfat                   	0.8861
C:\Users\Lenovo\AppData\Local\Temp\tmphtg19uu0_cropped.png	net                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpk4irj2ko_cropped.png	inside                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpm12tutux_cropped.png	wt                       	0.9992
C:\Users\Lenovo\AppData\Local\Temp\tmpmptr1ruj_cropped.png	310                      	0.9989
C:\Users\Lenovo\AppData\Local\Temp\tmpnmuxcl8x_cropped.png	9770                     	0.5092
C:\Users\Lenovo\AppData\Local\Temp\tmpnoq7q1zz_cropped.png	25000                    	0.0703
C:\Users\Lenovo\AppData\Local\Temp\tmpokaykevq_cropped.png	total                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpoz4yj_y9_cropped.png	sugars                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpr57_owau_cropped.png	made                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmprae52znv_cropped.png	spicei                   	0.6859
C:\Users\Lenovo\AppData\Local\Temp\tmpykl048io_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpysh4fz2x_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpyughrf97_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpzghdujd3_cropped.png	package                  	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2xy0qhw9_cropped.png	25000                    	0.0703
C:\Users\Lenovo\AppData\Local\Temp\tmp6p5ki_ud_cropped.png	monute                   	0.1894
C:\Users\Lenovo\AppData\Local\Temp\tmp9uhgu0ih_cropped.png	net                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp52n58ofd_cropped.png	quality                  	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmp88vyhd80_cropped.png	310                      	0.9989
C:\Users\Lenovo\AppData\Local\Temp\tmp_7kim6f0_cropped.png	package                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_7586486_cropped.png	r                        	0.1939
C:\Users\Lenovo\AppData\Local\Temp\tmp_c793j50_cropped.png	made                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpaod6xzhf_cropped.png	mixpacket                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpc7dyvws__cropped.png	9770                     	0.5092
C:\Users\Lenovo\AppData\Local\Temp\tmpctqcudzj_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpcyirqoo8_cropped.png	per                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpfd27u5el_cropped.png	wt                       	0.9992
C:\Users\Lenovo\AppData\Local\Temp\tmpfkjn4g_c_cropped.png	calories                 	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmpflte2qw9_cropped.png	sugars                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpfv4zqx36_cropped.png	total                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpfvvxz38n_cropped.png	noodlesh                 	0.4092
C:\Users\Lenovo\AppData\Local\Temp\tmpg3bgxu1t_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpkigmg5v3_cropped.png	with                     	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmplt0pjm2v_cropped.png	x                        	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpm4d4lbz6_cropped.png	neo                      	0.9270
C:\Users\Lenovo\AppData\Local\Temp\tmpnecz1gmn_cropped.png	246                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpnrxlpxhq_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpodgfmkd2_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpooqqey7w_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpq0_zvu8a_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpq_ux6pt5_cropped.png	inside                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmprvg93c80_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpso79ejzy_cropped.png	servingsuggestion        	0.5842
C:\Users\Lenovo\AppData\Local\Temp\tmpu26qu36b_cropped.png	satfat                   	0.8861
C:\Users\Lenovo\AppData\Local\Temp\tmpufcmwu___cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpv_wmp_af_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpvvanlhhk_cropped.png	spicei                   	0.6859
C:\Users\Lenovo\AppData\Local\Temp\tmpvwp57g53_cropped.png	sodium                   	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpx87juvcm_cropped.png	spices                   	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0jjvhtnq_cropped.png	sugars                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp1br5r59q_cropped.png	246                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmp1d3167d0_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp03res1ri_cropped.png	calories                 	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmp3z9w7v05_cropped.png	package                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp6j54epjh_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp7byx7o6o_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp7m2zxqha_cropped.png	noodlesh                 	0.4092
C:\Users\Lenovo\AppData\Local\Temp\tmp34iq8zlr_cropped.png	x                        	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmp35jhcjas_cropped.png	per                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp__jit9gd_cropped.png	inside                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_pi0zv5l_cropped.png	net                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpab3v3sft_cropped.png	r                        	0.1939
C:\Users\Lenovo\AppData\Local\Temp\tmpcfcl1u5u_cropped.png	quality                  	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpcxscwuc8_cropped.png	spicei                   	0.6859
C:\Users\Lenovo\AppData\Local\Temp\tmpelehpl4z_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpfchqkdm4_cropped.png	total                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpfswvogg9_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpfvrdbzq1_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpgbabdr0q_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpgyidgtyt_cropped.png	9770                     	0.5092
C:\Users\Lenovo\AppData\Local\Temp\tmph9zo1rfm_cropped.png	servingsuggestion        	0.5842
C:\Users\Lenovo\AppData\Local\Temp\tmpjlq6y9my_cropped.png	sodium                   	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpkbcle549_cropped.png	25000                    	0.0703
C:\Users\Lenovo\AppData\Local\Temp\tmpmr7jkve4_cropped.png	wt                       	0.9992
C:\Users\Lenovo\AppData\Local\Temp\tmpnhhxzkqe_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpnqopsb38_cropped.png	satfat                   	0.8861
C:\Users\Lenovo\AppData\Local\Temp\tmppl3kyb20_cropped.png	monute                   	0.1894
C:\Users\Lenovo\AppData\Local\Temp\tmppqs9_vz6_cropped.png	310                      	0.9989
C:\Users\Lenovo\AppData\Local\Temp\tmpsc9xfhay_cropped.png	spices                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpu2ww9s3j_cropped.png	neo                      	0.9270
C:\Users\Lenovo\AppData\Local\Temp\tmpux1zjmhq_cropped.png	with                     	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpxi1f8ipc_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpyusygaan_cropped.png	mixpacket                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpywmmgii2_cropped.png	made                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3n9tm2mz_cropped.png	25000                    	0.0703
C:\Users\Lenovo\AppData\Local\Temp\tmp04rg358g_cropped.png	310                      	0.9989
C:\Users\Lenovo\AppData\Local\Temp\tmp6g7std_j_cropped.png	with                     	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmp7t65eg1d_cropped.png	quality                  	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmp38rygjvz_cropped.png	made                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp60ys5etd_cropped.png	per                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp96go66si_cropped.png	servingsuggestion        	0.5842
C:\Users\Lenovo\AppData\Local\Temp\tmp__8l24l6_cropped.png	sodium                   	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpag38ff7o_cropped.png	noodlesh                 	0.4092
C:\Users\Lenovo\AppData\Local\Temp\tmpcl7edspt_cropped.png	sugars                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpd0n726_y_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpezc5d0cj_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpg7r8z9h0_cropped.png	total                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmph4yutql6_cropped.png	9770                     	0.5092
C:\Users\Lenovo\AppData\Local\Temp\tmph7ezijlt_cropped.png	neo                      	0.9270
C:\Users\Lenovo\AppData\Local\Temp\tmph67mwb7a_cropped.png	calories                 	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmphjbqylnd_cropped.png	r                        	0.1939
C:\Users\Lenovo\AppData\Local\Temp\tmphkuh65m0_cropped.png	wt                       	0.9992
C:\Users\Lenovo\AppData\Local\Temp\tmpigzakcdo_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmplsmil6qo_cropped.png	inside                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpn5iflbj6_cropped.png	monute                   	0.1894
C:\Users\Lenovo\AppData\Local\Temp\tmpncje7l3a_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpnzsapfe2_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpo_wva31o_cropped.png	satfat                   	0.8861
C:\Users\Lenovo\AppData\Local\Temp\tmppeuuvs65_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpq2hf2s7y_cropped.png	246                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpr_ciq5hm_cropped.png	x                        	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpsl2d9cgc_cropped.png	spices                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpua_wz1xu_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpuio59wa2_cropped.png	package                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpvu74yu7x_cropped.png	mixpacket                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpw27_11m1_cropped.png	spicei                   	0.6859
C:\Users\Lenovo\AppData\Local\Temp\tmpw62j_dmy_cropped.png	net                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpwgrwdt8x_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpy5c6wquy_cropped.png	170gy                    	0.6346
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2em_8s51_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmp2lcsw50v_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmp3ko5r7vy_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmp4odwnkrl_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmp6o3pjma6_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_94g74y7_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpeqepnfwb_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpl1au7ugi_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpn4ebyphy_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmps81a2mpg_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpt9bps294_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmptodf4a0b_cropped.png	neo                      	0.9269
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp6f3yeojj_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmp7oc_n5wq_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_avgsglk_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpa3pv3xa3_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpb3ozvnpi_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpetsm7deh_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmphtcnwtne_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpitu0igmz_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpq80m4ook_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpqcfqu7ts_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmprz9k4a62_cropped.png	neo                      	0.9269
C:\Users\Lenovo\AppData\Local\Temp\tmpznoa3rl3_cropped.png	masalas                  	0.2834
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmppm_qdlcs_cropped.png	adidas                   	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp7ilo19ej_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp28fxojbd_cropped.png	skincare                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp92c4rlgx_cropped.png	a                        	0.4086
C:\Users\Lenovo\AppData\Local\Temp\tmp878mil6k_cropped.png	trusted                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpdatltv9d_cropped.png	sure                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpf5xsskih_cropped.png	125gm                    	0.9688
C:\Users\Lenovo\AppData\Local\Temp\tmplcv2vshw_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmpneyxgyoc_cropped.png	x                        	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmppdjqbw77_cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpsmjpo195_cropped.png	dettol                   	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpwitz3s5t_cropped.png	packs                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpx61xi67o_cropped.png	moisturizers             	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpyc6wcdjq_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpze87svae_cropped.png	protection               	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp9g_ecko8_cropped.png	h35                      	0.4752
C:\Users\Lenovo\AppData\Local\Temp\tmpc5uma4ok_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpng8m1zli_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmpu5bxt2i9_cropped.png	villa                    	0.9964
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0umwt8q8_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmp3hbds4wn_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmp5rkl3ebo_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmpazy6txty_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpb9eg3h4d_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpe_elsfqz_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpk3r064oi_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmpn4dvostr_cropped.png	chandigarh               	0.9883
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp9v5eu3nz_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpf_8_kpye_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmplxo0z48v_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpmmhb4abs_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpphili50p_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpr_1gecab_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmpsqvbp2id_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpwaqeybts_cropped.png	university               	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1bcxrc38_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmp4xila9o8_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp37djak75_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp50_z3xr8_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpkqeh2kzg_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmplkx2oqe9_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmpmrddj6y4_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmpnw546nj8_cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmpofeq9gbq_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpsgr0jgyu_cropped.png	well                     	0.5795
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp8msi175w_cropped.png	holmes                   	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpf49mhi7n_cropped.png	detective                	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpjaw8e3j0_cropped.png	sherlock                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpljprqdrt_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmptgg_3ryv_cropped.png	18811904                 	0.8344
C:\Users\Lenovo\AppData\Local\Temp\tmpws709t58_cropped.png	221b                     	0.9821
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp80kuigua_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmpqp_02yex_cropped.png	h35                      	0.4752
C:\Users\Lenovo\AppData\Local\Temp\tmpt1iki3ae_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpy6rczcda_cropped.png	villa                    	0.9964
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpcly3i66g_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpcr_3r_2a_cropped.png	villa                    	0.9964
C:\Users\Lenovo\AppData\Local\Temp\tmpiya5_c9d_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmpsvc9o8j9_cropped.png	h35                      	0.4752
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp80o07mbx_cropped.png	villa                    	0.9964
C:\Users\Lenovo\AppData\Local\Temp\tmpdhy2__qe_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpernxy000_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmpta45janm_cropped.png	h35                      	0.4752
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp5o5_x8w9_cropped.png	sathyam                  	0.9988
C:\Users\Lenovo\AppData\Local\Temp\tmp160n091n_cropped.png	and                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_wyv4xgj_cropped.png	bala                     	0.7850
C:\Users\Lenovo\AppData\Local\Temp\tmpfpj5w_6v_cropped.png	popular                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpk9dsqoxh_cropped.png	surgeon                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpqc4sun1j_cropped.png	anitha                   	0.9999
