--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
C:\Users\Lenovo\AppData\Local\Temp\tmprdaypkd8_cropped.png	dr                       	0.9907
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0seuuo7j_cropped.png	chase                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp02ko6mj3_cropped.png	co                       	0.5462
C:\Users\Lenovo\AppData\Local\Temp\tmp3ni4tolu_cropped.png	jpmorgan                 	0.9954
C:\Users\Lenovo\AppData\Local\Temp\tmpk0yo9k_j_cropped.png	good                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmprs76jtca_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpzjm6h16o_cropped.png	code                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp9a_j3y_2_cropped.png	pec                      	0.9951
C:\Users\Lenovo\AppData\Local\Temp\tmp60mn9jo6_cropped.png	explore                  	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp_khy5oq0_cropped.png	excel                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmprwwb2k2y_cropped.png	innovate                 	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpou1r4nnd_cropped.png	adidas                   	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0bcz4eyo_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpckaczpjq_cropped.png	125gm                    	0.9688
C:\Users\Lenovo\AppData\Local\Temp\tmpdp8w4fdo_cropped.png	trusted                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpf47fljia_cropped.png	moisturizers             	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpfq09z6sd_cropped.png	packs                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmphqthtu91_cropped.png	dettol                   	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpj7r3r4b0_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpla_ktatz_cropped.png	a                        	0.4086
C:\Users\Lenovo\AppData\Local\Temp\tmpnjddw12t_cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpou00lwr7_cropped.png	sure                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpqpv1dim2_cropped.png	x                        	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmpqtupi4p0_cropped.png	skincare                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpywo69zxx_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmpztolojyy_cropped.png	protection               	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp6wqzayq2_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpl3tg7jaw_cropped.png	h35                      	0.4752
C:\Users\Lenovo\AppData\Local\Temp\tmpmepzj4a6_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmpw_l8a13y_cropped.png	villa                    	0.9964
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp62ghu24s_cropped.png	sathyam                  	0.9988
C:\Users\Lenovo\AppData\Local\Temp\tmpahcgm8om_cropped.png	popular                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmphvs4lzhc_cropped.png	surgeon                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpiyol3m1f_cropped.png	dr                       	0.9907
C:\Users\Lenovo\AppData\Local\Temp\tmppa8d62rp_cropped.png	and                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpwhnpr0p4_cropped.png	bala                     	0.7850
C:\Users\Lenovo\AppData\Local\Temp\tmpx_i2ko0g_cropped.png	anitha                   	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1khz2hmp_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmp7d6fn8xh_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmpbguh359q_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmpbon51cs1_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpeui9ynqd_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmph2y4d394_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmph7m71op7_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpwtxg6ueq_cropped.png	be                       	0.9482
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1ymnbjlr_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmp4co0q359_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp21v7wa84_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpbjzsjnhh_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpgn6sbyfk_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpjmudp5b9_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmplo87ajei_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpw7fid3um_cropped.png	university               	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1u8grfm5_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmp04_vw8c2_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp5ocm32q__cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmp96dzk6na_cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmp_s839ji4_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpgmr46upw_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpndx3esg0_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmpp1ukas0o_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmps72l2nc3_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmptzs68spz_cropped.png	become                   	0.9997
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2eqyb0mu_cropped.png	221b                     	0.9821
C:\Users\Lenovo\AppData\Local\Temp\tmp6xp01dlt_cropped.png	holmes                   	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpbj7hm3r1_cropped.png	18811904                 	0.8344
C:\Users\Lenovo\AppData\Local\Temp\tmpc3pahs0z_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpkra4st0v_cropped.png	detective                	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpzv490sdo_cropped.png	sherlock                 	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3wt_81fn_cropped.png	don                      	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp9pnez6lj_cropped.png	sorganisation            	0.3533
C:\Users\Lenovo\AppData\Local\Temp\tmp46e1gmjg_cropped.png	753tf                    	0.9545
C:\Users\Lenovo\AppData\Local\Temp\tmpcthivvz6_cropped.png	onthelandoflama          	0.6436
C:\Users\Lenovo\AppData\Local\Temp\tmpf4i4ezen_cropped.png	tbecome                  	0.9405
C:\Users\Lenovo\AppData\Local\Temp\tmpkuquvlkg_cropped.png	border                   	0.9948
C:\Users\Lenovo\AppData\Local\Temp\tmplk55p2ox_cropped.png	road                     	0.9921
C:\Users\Lenovo\AppData\Local\Temp\tmpntwkc2_t_cropped.png	51rcc                    	0.7868
C:\Users\Lenovo\AppData\Local\Temp\tmpwvszkjs9_cropped.png	gama                     	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3o7411pm_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp9cgheouv_cropped.png	jpmorgan                 	0.9954
C:\Users\Lenovo\AppData\Local\Temp\tmpgcybi4_u_cropped.png	co                       	0.5462
C:\Users\Lenovo\AppData\Local\Temp\tmpory2tyh8_cropped.png	good                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmppym5yoz__cropped.png	code                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpzgjmymuv_cropped.png	chase                    	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2v3wuwrk_cropped.png	excel                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpkg6xzbxh_cropped.png	pec                      	0.9951
C:\Users\Lenovo\AppData\Local\Temp\tmponokyoha_cropped.png	explore                  	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpwlv_5bem_cropped.png	innovate                 	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpoonb5lm1_cropped.png	adidas                   	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2p6jzp04_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp2r60o1lf_cropped.png	a                        	0.4086
C:\Users\Lenovo\AppData\Local\Temp\tmp04yzwvp8_cropped.png	125gm                    	0.9688
C:\Users\Lenovo\AppData\Local\Temp\tmp5bbgfdho_cropped.png	moisturizers             	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp8uk5uk4l_cropped.png	skincare                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp89nivfwk_cropped.png	sure                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp715ehcdr_cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpahvcd_ic_cropped.png	trusted                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpgo58bgel_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmpkopyfgyh_cropped.png	packs                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmppoee4get_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpsi1uoo3z_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpx9pfo83d_cropped.png	x                        	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmpxidurv5w_cropped.png	dettol                   	0.9991
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1o_xedqu_cropped.png	villa                    	0.9964
C:\Users\Lenovo\AppData\Local\Temp\tmplmb1a9_d_cropped.png	h35                      	0.4752
C:\Users\Lenovo\AppData\Local\Temp\tmpxakknhso_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpzlwoz8zt_cropped.png	singhals                 	0.9947
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpa5err5di_cropped.png	anitha                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpl8mlfuj9_cropped.png	popular                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpljirfoe5_cropped.png	bala                     	0.7850
C:\Users\Lenovo\AppData\Local\Temp\tmppld2uqrl_cropped.png	surgeon                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpra3cmufc_cropped.png	dr                       	0.9907
C:\Users\Lenovo\AppData\Local\Temp\tmpwt6y67we_cropped.png	sathyam                  	0.9988
C:\Users\Lenovo\AppData\Local\Temp\tmpzs1wap2p_cropped.png	and                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0isycb_o_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmp4jwc8nnm_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmp7rhrcga0_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmp33pkxyoj_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmp_w7dtmko_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpc7694wsc_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmpnncxurd__cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpnwtdauol_cropped.png	to                       	0.9672
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3rdirhjb_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmp_lg6_8ay_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmplo0uf30a_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpp7hgv7m7_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpq83zigbz_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpry3z5za0_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpu_whkwkd_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpvbofazvv_cropped.png	university               	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
